id,protocol,source_ip,source_port,dest_ip,dest_port,action,time
333,tcp,45.224.149.15,492,195.239.64.54,80,stopped,2025-03-10 10:36:52
334,tcp,148.72.152.226,55,45.224.149.15,99,stopped,2025-03-10 18:58:09
335,tcp,45.224.149.15,460,202.157.188.52,4,stopped,2025-03-09 21:13:54
336,tcp,45.224.149.15,999,176.65.128.69,47,stopped,2025-03-09 13:20:16
337,tcp,199.189.85.13,425,45.224.149.15,99,stopped,2025-03-10 17:53:23
338,tcp,51.158.204.188,57,45.224.149.15,99,stopped,2025-03-09 16:05:53
339,tcp,172.8.26.5,9563,17.57.144.149,52,stopped,2025-03-10 08:59:16
340,tcp,91.106.207.43,80,45.224.149.15,52,stopped,2025-03-09 21:10:01
341,tcp,91.106.207.43,80,45.224.149.15,37,stopped,2025-03-09 00:10:44
342,tcp,47.104.185.217,80,45.224.149.15,46,stopped,2025-03-10 19:42:10
343,tcp,45.224.149.15,529,162.213.251.172,80,stopped,2025-03-10 20:16:07
344,tcp,192.168.20.142,37,150.138.37.168,8,stopped,2025-03-09 14:20:23
345,tcp,157.245.204.22,36,45.224.149.15,99,stopped,2025-03-10 11:31:14
346,tcp,45.224.149.15,999,178.128.17.113,4,stopped,2025-03-09 15:11:42
347,tcp,170.39.194.215,43,45.224.149.15,99,stopped,2025-03-09 09:34:32
348,tcp,45.224.149.15,999,176.65.128.69,52,stopped,2025-03-09 15:23:06
349,tcp,23.171.216.124,62,45.224.149.15,51,stopped,2025-03-09 04:07:50
350,tcp,45.224.149.15,999,178.128.27.146,4,stopped,2025-03-10 00:19:43
351,tcp,45.224.149.15,345,91.106.207.43,80,stopped,2025-03-10 09:02:26
352,tcp,45.224.149.15,999,176.65.128.69,57,stopped,2025-03-10 20:36:28
353,tcp,83.168.105.215,53,45.224.149.15,32,stopped,2025-03-10 12:06:29
354,tcp,45.224.149.15,367,27.124.34.85,80,stopped,2025-03-09 18:06:33
355,tcp,34.127.101.181,35,45.224.149.15,99,stopped,2025-03-09 13:39:49
356,tcp,95.129.234.27,443,45.224.149.15,99,stopped,2025-03-09 04:01:26
357,tcp,45.224.149.15,505,95.163.239.138,5,stopped,2025-03-09 09:13:14
358,tcp,45.130.41.93,443,45.224.149.15,48,stopped,2025-03-09 22:57:57
359,tcp,172.8.26.11,38052,163.70.152.38,44,established,2025-03-10 17:30:59
360,tcp,178.237.58.228,46,45.224.149.15,99,stopped,2025-03-09 23:57:24
361,tcp,31.129.97.241,80,45.224.149.15,54,refused,2025-03-09 14:17:49
362,tcp,141.94.141.146,20,45.224.149.15,54,refused,2025-03-10 03:43:23
363,tcp,178.237.58.185,41,45.224.149.15,99,refused,2025-03-10 13:57:10
364,tcp,45.224.149.15,999,157.245.59.242,5,refused,2025-03-09 15:24:13
365,tcp,202.95.15.108,443,45.224.149.15,60,refused,2025-03-10 13:57:52
366,tcp,91.106.207.43,80,45.224.149.15,35,refused,2025-03-10 20:01:29
367,tcp,45.224.149.15,999,178.237.58.226,4,refused,2025-03-10 04:46:03
368,tcp,95.163.239.138,80,45.224.149.15,55,refused,2025-03-09 02:01:46
369,tcp,45.224.149.15,999,134.195.158.54,3,refused,2025-03-10 20:54:29
370,tcp,45.224.149.15,537,162.0.232.191,44,refused,2025-03-10 14:02:07
371,tcp,45.224.149.15,999,51.158.152.199,4,refused,2025-03-09 21:33:12
372,tcp,45.224.149.15,567,195.239.64.191,8,refused,2025-03-09 09:04:45
373,tcp,45.224.149.15,587,66.29.132.30,443,refused,2025-03-10 15:15:33
374,tcp,128.199.241.186,4,45.224.149.15,99,refused,2025-03-10 01:26:31
375,tcp,192.168.20.110,58,39.105.240.30,72,refused,2025-03-09 22:12:57
376,tcp,178.128.240.16,50,45.224.149.15,99,refused,2025-03-09 08:47:57
377,tcp,172.8.26.12,50616,108.177.12.188,5,refused,2025-03-10 02:00:44
378,tcp,45.130.41.93,443,45.224.149.15,38,refused,2025-03-10 17:34:58
379,tcp,170.39.194.40,598,45.224.149.15,99,refused,2025-03-09 22:40:22
380,tcp,47.104.185.217,80,45.224.149.15,33,refused,2025-03-09 11:29:46
381,tcp,45.224.149.15,524,195.239.64.95,80,refused,2025-03-09 17:41:56
382,tcp,45.224.149.15,471,199.188.205.22,4,refused,2025-03-09 20:25:26
383,tcp,192.168.20.248,44,108.177.12.188,5,refused,2025-03-10 02:22:07
384,tcp,178.237.58.249,59,45.224.149.15,99,refused,2025-03-10 19:29:05
385,tcp,31.129.97.241,80,45.224.149.15,46,refused,2025-03-10 09:27:31
386,tcp,45.224.149.15,999,134.195.158.54,5,refused,2025-03-10 04:14:11
387,tcp,178.237.58.249,53,45.224.149.15,99,refused,2025-03-09 15:39:23
388,tcp,45.224.149.15,439,91.106.207.43,80,refused,2025-03-09 19:11:36
389,tcp,31.129.97.241,80,45.224.149.15,37,refused,2025-03-10 00:48:20
390,tcp,45.224.149.15,999,176.65.128.69,55,refused,2025-03-10 03:45:24
391,tcp,45.224.149.15,999,176.65.128.69,50,refused,2025-03-09 07:51:42
392,tcp,45.224.149.15,999,176.65.128.69,56,refused,2025-03-09 20:35:18
393,tcp,192.168.20.26,579,74.125.196.188,5,refused,2025-03-10 05:29:03
394,tcp,45.224.149.15,999,176.65.128.69,52,refused,2025-03-09 07:14:32
395,tcp,45.224.149.15,450,188.93.211.17,80,refused,2025-03-10 05:32:25
396,tcp,45.224.149.15,609,91.106.207.43,80,refused,2025-03-09 19:12:04
397,tcp,157.245.196.167,5,45.224.149.15,99,refused,2025-03-09 13:39:14
398,tcp,91.106.207.43,80,45.224.149.15,33,refused,2025-03-10 20:48:01
399,tcp,45.224.149.15,999,143.198.222.12,3,refused,2025-03-10 15:06:54
400,tcp,68.183.186.227,35,45.224.149.15,99,refused,2025-03-09 08:30:50
401,tcp,170.39.193.187,50,45.224.149.15,99,refused,2025-03-10 09:29:50
402,tcp,45.224.149.15,412,199.188.205.22,4,refused,2025-03-09 11:48:14
403,tcp,45.224.149.15,999,128.199.254.54,4,refused,2025-03-09 15:26:12
404,tcp,178.128.124.214,4,45.224.149.15,99,refused,2025-03-09 03:47:34
405,tcp,31.129.97.241,80,45.224.149.15,46,refused,2025-03-09 06:36:54
406,tcp,199.59.243.228,44,45.224.149.15,42,refused,2025-03-09 12:31:37
407,tcp,47.104.185.217,80,45.224.149.15,45,refused,2025-03-10 08:33:58
408,tcp,192.168.20.130,55,142.251.107.188,80,refused,2025-03-10 03:51:06
409,tcp,45.224.149.15,999,128.199.164.67,3,refused,2025-03-09 11:24:01
410,tcp,5.175.249.61,4621,45.224.149.15,99,established,2025-03-10 01:58:11
411,tcp,154.81.156.5,4791,45.224.149.15,99,established,2025-03-09 06:05:56
412,tcp,91.106.207.43,80,45.224.149.15,46,refused,2025-03-09 06:47:19
413,tcp,178.237.58.240,56,45.224.149.15,99,refused,2025-03-10 02:42:06
414,tcp,45.224.149.15,999,139.59.239.158,4,refused,2025-03-10 03:13:14
415,tcp,45.224.149.15,471,31.129.97.241,15,refused,2025-03-09 15:27:33
416,tcp,188.166.232.8,570,45.224.149.15,99,refused,2025-03-10 20:33:25
417,tcp,194.233.73.213,50,45.224.149.15,99,refused,2025-03-09 05:53:32
418,tcp,170.39.194.20,388,45.224.149.15,99,refused,2025-03-10 15:14:31
419,tcp,170.39.193.146,35,45.224.149.15,99,refused,2025-03-09 07:49:16
420,tcp,170.39.194.243,54,45.224.149.15,99,refused,2025-03-10 19:30:07
421,tcp,157.245.154.124,4,45.224.149.15,99,refused,2025-03-09 09:37:08
422,tcp,45.224.149.15,547,91.106.207.43,80,refused,2025-03-09 03:30:57
423,tcp,45.224.149.15,999,206.189.81.9,608,refused,2025-03-10 10:07:44
424,tcp,45.224.149.15,999,128.199.67.151,4,refused,2025-03-10 11:04:25
425,tcp,45.224.149.15,380,199.188.205.22,4,refused,2025-03-10 10:56:44
426,tcp,45.224.149.15,999,134.209.102.185,80,refused,2025-03-09 10:35:50
427,tcp,194.50.16.89,5489,45.224.149.15,99,established,2025-03-09 21:01:00
428,tcp,202.95.15.108,443,45.224.149.15,52,refused,2025-03-10 06:05:54
429,tcp,45.224.149.15,999,38.97.62.76,5096,established,2025-03-09 18:09:44
430,tcp,176.57.216.164,44,45.224.149.15,48,refused,2025-03-10 00:59:39
431,tcp,45.224.149.15,999,156.253.227.215,80,refused,2025-03-10 17:49:35
432,tcp,47.104.185.217,80,45.224.149.15,55,refused,2025-03-09 07:37:32
433,tcp,23.171.216.126,62,45.224.149.15,57,refused,2025-03-09 20:26:28
434,tcp,104.248.148.61,46,45.224.149.15,99,refused,2025-03-10 18:48:50
435,tcp,91.106.207.43,80,45.224.149.15,44,refused,2025-03-09 23:59:51
436,tcp,89.169.36.113,588,45.224.149.15,99,refused,2025-03-10 14:28:57
437,tcp,192.168.20.11,498,20.33.53.24,443,refused,2025-03-09 10:26:34
438,tcp,45.224.149.15,406,195.239.64.95,80,refused,2025-03-10 05:06:44
439,tcp,45.224.149.15,999,146.190.97.199,4,refused,2025-03-10 05:51:44
440,tcp,50.30.32.54,60710,45.224.149.15,99,established,2025-03-09 22:11:32
441,tcp,91.106.207.43,80,45.224.149.15,48,refused,2025-03-09 15:14:00
442,tcp,45.224.149.15,378,199.188.205.22,4,refused,2025-03-09 08:05:45
443,tcp,192.168.20.130,59,163.70.152.7,443,refused,2025-03-09 14:58:26
444,tcp,45.224.149.15,545,66.29.132.30,443,refused,2025-03-10 19:45:27
445,tcp,45.224.149.15,999,128.199.164.67,3,refused,2025-03-09 07:28:37
446,tcp,172.8.26.12,37606,74.125.196.188,5,refused,2025-03-10 00:19:01
447,tcp,170.39.193.187,49,45.224.149.15,99,refused,2025-03-09 15:42:55
448,tcp,178.128.240.16,42,45.224.149.15,99,refused,2025-03-10 05:41:04
449,tcp,192.168.20.199,60,173.194.210.188,80,refused,2025-03-10 03:04:16
450,tcp,45.224.149.15,999,65.109.71.157,42,refused,2025-03-10 11:05:45
451,tcp,89.144.35.54,4359,45.224.149.15,99,established,2025-03-09 22:11:22
452,tcp,194.233.73.213,45,45.224.149.15,99,refused,2025-03-10 15:06:59
453,tcp,45.224.149.15,471,31.129.97.241,80,refused,2025-03-09 10:36:58
454,tcp,31.129.97.241,80,45.224.149.15,60,refused,2025-03-09 20:44:00
455,tcp,170.39.194.120,54,45.224.149.15,99,refused,2025-03-10 01:14:17
456,tcp,45.224.149.15,507,195.239.64.191,8,refused,2025-03-10 16:07:40
457,tcp,194.233.73.213,48,45.224.149.15,99,refused,2025-03-09 13:48:18
458,tcp,192.168.20.222,58,173.194.217.188,80,refused,2025-03-09 16:22:06
459,tcp,178.128.80.94,451,45.224.149.15,99,refused,2025-03-10 08:05:09
460,tcp,192.168.20.58,527,142.251.107.188,80,refused,2025-03-09 09:09:35
461,tcp,45.224.149.15,399,199.188.205.22,4,refused,2025-03-09 18:23:32
462,tcp,50.30.32.57,41172,45.224.149.15,99,established,2025-03-09 20:21:35
463,tcp,91.106.207.43,80,45.224.149.15,48,refused,2025-03-10 01:52:29
464,tcp,202.95.15.108,443,45.224.149.15,53,refused,2025-03-10 08:11:09
465,tcp,45.224.149.15,999,176.65.128.69,60,refused,2025-03-10 09:20:23
466,tcp,195.214.235.117,4,45.224.149.15,46,refused,2025-03-10 17:14:09
467,tcp,45.224.149.15,999,139.59.234.8,530,refused,2025-03-09 12:47:27
468,tcp,45.224.149.15,407,185.188.104.12,4,refused,2025-03-09 11:38:11
469,tcp,170.39.194.20,580,45.224.149.15,99,refused,2025-03-10 03:21:53
470,tcp,45.224.149.15,415,31.129.97.241,80,refused,2025-03-09 17:12:31
471,tcp,209.74.88.199,443,45.224.149.15,53,refused,2025-03-10 05:02:35
472,tcp,45.224.149.15,999,176.65.128.69,57,refused,2025-03-10 10:59:02
473,tcp,91.106.207.43,80,45.224.149.15,56,refused,2025-03-09 04:25:10
474,tcp,194.233.73.213,39,45.224.149.15,99,refused,2025-03-09 18:38:10
475,tcp,45.224.149.15,999,178.128.27.146,4,refused,2025-03-09 20:28:35
476,tcp,45.224.149.15,999,178.128.27.146,3,refused,2025-03-10 17:56:38
477,tcp,45.224.149.15,418,195.239.64.95,80,refused,2025-03-10 05:47:56
478,tcp,45.224.149.15,500,91.106.207.43,80,refused,2025-03-10 21:34:18
479,tcp,95.163.239.138,80,45.224.149.15,52,refused,2025-03-10 04:39:18
480,tcp,45.224.149.15,523,199.188.205.22,4,refused,2025-03-09 13:07:26
481,tcp,194.233.73.213,41,45.224.149.15,99,refused,2025-03-10 01:34:32
482,tcp,199.189.85.10,479,45.224.149.15,99,refused,2025-03-10 12:21:02
483,tcp,178.237.58.249,53,45.224.149.15,99,refused,2025-03-10 07:54:33
484,tcp,45.224.149.15,999,134.195.158.54,4,refused,2025-03-09 18:19:13
485,tcp,45.224.149.15,999,206.189.88.214,4,refused,2025-03-10 17:06:37
486,tcp,170.39.193.238,35,45.224.149.15,99,refused,2025-03-09 02:59:12
487,tcp,192.168.20.163,54,146.75.34.73,443,refused,2025-03-09 09:06:57
488,tcp,47.104.185.217,80,45.224.149.15,53,refused,2025-03-10 03:39:47
489,tcp,139.59.247.156,45,45.224.149.15,99,refused,2025-03-10 21:11:01
490,tcp,31.129.97.241,80,45.224.149.15,33,refused,2025-03-10 18:48:44
491,tcp,38.97.63.83,42408,45.224.149.15,99,established,2025-03-09 16:43:28
492,tcp,45.224.149.15,999,176.65.128.69,39,refused,2025-03-10 12:11:57
493,tcp,45.224.149.15,441,31.129.97.241,58,refused,2025-03-10 15:02:20
494,tcp,170.39.194.120,55,45.224.149.15,99,refused,2025-03-09 17:22:16
495,tcp,31.129.97.241,80,45.224.149.15,56,refused,2025-03-10 01:29:07
496,tcp,45.224.149.15,999,134.195.158.54,5,refused,2025-03-09 23:52:08
497,tcp,178.237.58.185,46,45.224.149.15,99,refused,2025-03-10 01:32:59
498,tcp,192.168.20.22,391,23.21.132.201,44,refused,2025-03-10 19:25:25
499,tcp,170.39.194.215,60,45.224.149.15,99,refused,2025-03-10 04:41:06
500,tcp,45.224.149.15,999,156.253.227.215,80,refused,2025-03-09 14:59:37
501,tcp,45.224.149.15,412,91.106.207.43,80,refused,2025-03-10 01:58:00
502,tcp,95.163.238.143,80,45.224.149.15,46,refused,2025-03-09 10:01:15
503,tcp,47.104.185.217,80,45.224.149.15,46,refused,2025-03-10 16:41:32
504,tcp,95.129.234.27,443,45.224.149.15,60,refused,2025-03-10 16:48:58
505,tcp,68.183.231.75,580,45.224.149.15,99,refused,2025-03-09 22:46:52
506,tcp,45.224.149.15,999,176.65.128.69,45,refused,2025-03-09 09:30:49
507,tcp,178.128.240.16,55,45.224.149.15,99,refused,2025-03-09 21:37:35
508,tcp,192.168.20.135,54,142.250.78.170,4,refused,2025-03-09 04:53:02
509,tcp,45.224.149.15,417,199.188.205.22,4,refused,2025-03-09 17:24:51
510,tcp,68.183.225.205,36,45.224.149.15,99,refused,2025-03-10 15:03:26
511,tcp,45.224.149.15,999,134.195.158.124,80,refused,2025-03-09 19:31:17
512,tcp,170.39.193.187,37,45.224.149.15,99,refused,2025-03-09 00:58:25
513,tcp,192.168.20.208,41,108.177.11.188,5,refused,2025-03-10 03:49:59
514,tcp,199.189.85.13,343,45.224.149.15,99,refused,2025-03-10 21:04:00
515,tcp,45.224.149.15,516,185.188.105.11,4,refused,2025-03-09 09:12:48
516,tcp,45.224.149.15,999,134.195.158.54,4,refused,2025-03-10 13:50:53
517,tcp,45.224.149.15,417,195.239.64.85,80,refused,2025-03-09 14:13:38
518,tcp,192.168.20.11,353,142.250.98.188,5,refused,2025-03-10 20:59:50
519,tcp,45.224.149.15,999,156.253.227.215,80,refused,2025-03-09 18:38:19
520,tcp,202.95.15.108,443,45.224.149.15,36,refused,2025-03-10 09:48:45
521,tcp,65.109.71.157,560,45.224.149.15,99,refused,2025-03-09 06:19:39
522,tcp,45.224.149.15,999,128.199.163.180,80,refused,2025-03-09 12:09:21
523,tcp,45.224.149.15,999,154.16.27.122,58,refused,2025-03-09 17:42:50
524,tcp,192.168.20.21,496,47.236.51.89,937,refused,2025-03-09 00:23:04
525,tcp,81.94.158.218,342,45.224.149.15,99,refused,2025-03-09 20:05:52
526,tcp,192.64.117.94,443,45.224.149.15,40,refused,2025-03-09 02:19:33
527,tcp,45.224.149.15,603,31.129.97.241,80,refused,2025-03-10 11:58:21
528,tcp,45.224.149.15,584,209.182.232.230,80,refused,2025-03-09 06:07:49
529,tcp,45.224.149.15,441,91.106.207.43,80,refused,2025-03-09 00:08:26
530,tcp,31.129.97.241,80,45.224.149.15,38,refused,2025-03-09 08:51:25
531,tcp,45.224.149.15,445,199.188.205.22,4,refused,2025-03-09 20:09:51
532,tcp,103.161.35.13,513,45.224.149.15,99,refused,2025-03-09 10:00:33
533,tcp,91.106.207.43,80,45.224.149.15,35,refused,2025-03-10 21:00:03
534,tcp,23.146.184.231,52,45.224.149.15,99,refused,2025-03-10 08:21:45
535,tcp,103.251.44.184,44,45.224.149.15,37,refused,2025-03-10 11:56:55
536,tcp,45.224.149.15,999,194.120.230.62,3,refused,2025-03-10 06:51:48
537,tcp,89.169.36.113,561,45.224.149.15,99,refused,2025-03-09 15:34:44
538,tcp,45.224.149.15,999,206.189.81.9,454,refused,2025-03-10 14:30:37
539,tcp,23.171.216.109,62,45.224.149.15,37,refused,2025-03-09 02:29:47
540,tcp,45.224.149.15,543,80.78.247.148,15,refused,2025-03-10 17:00:50
541,tcp,45.224.149.15,549,199.188.205.22,4,refused,2025-03-09 10:28:17
542,tcp,192.168.20.119,50,163.70.152.17,44,refused,2025-03-09 20:34:16
543,tcp,45.224.149.15,478,31.129.97.241,46,refused,2025-03-09 12:17:42
544,tcp,45.224.149.15,530,103.251.44.184,4,refused,2025-03-09 13:16:46
545,tcp,199.59.243.228,44,45.224.149.15,45,refused,2025-03-10 18:43:33
546,tcp,45.224.149.15,560,195.239.64.85,80,refused,2025-03-09 12:53:17
547,tcp,192.168.20.148,52,130.44.212.232,4,refused,2025-03-10 20:38:07
548,tcp,45.224.149.15,999,209.74.83.54,411,refused,2025-03-09 04:23:57
549,tcp,45.224.149.15,532,31.129.97.241,80,refused,2025-03-09 12:37:06
550,tcp,45.224.149.15,999,178.128.17.132,3,refused,2025-03-10 10:10:24
551,tcp,66.254.114.41,443,45.224.149.15,41,refused,2025-03-10 17:32:37
552,tcp,178.237.58.240,34,45.224.149.15,99,refused,2025-03-09 16:23:48
553,tcp,45.224.149.15,999,176.65.128.69,37,refused,2025-03-09 09:29:36
554,tcp,45.224.149.15,999,199.189.85.9,413,refused,2025-03-10 17:35:05
555,tcp,128.199.164.67,36,45.224.149.15,99,refused,2025-03-10 01:38:46
556,tcp,31.129.97.241,80,45.224.149.15,34,refused,2025-03-10 03:59:31
557,tcp,170.39.193.146,51,45.224.149.15,99,refused,2025-03-09 13:23:47
558,tcp,178.237.58.240,33,45.224.149.15,99,refused,2025-03-09 11:26:45
559,tcp,103.17.76.8,443,45.224.149.15,50,refused,2025-03-09 11:23:27
560,tcp,170.39.194.40,415,45.224.149.15,99,refused,2025-03-09 07:25:38
561,tcp,31.129.97.241,80,45.224.149.15,56,refused,2025-03-10 01:27:44
562,tcp,45.224.149.15,432,199.212.57.88,44,refused,2025-03-10 14:14:06
563,tcp,45.224.149.15,495,206.189.38.32,44,refused,2025-03-10 08:14:49
564,tcp,45.224.149.15,999,152.42.160.160,3,refused,2025-03-10 21:56:03
565,tcp,45.224.149.15,999,178.128.27.146,5,refused,2025-03-09 16:22:35
566,tcp,45.224.149.15,541,91.106.207.43,80,refused,2025-03-09 15:44:38
567,tcp,192.168.20.87,380,216.239.36.131,4,refused,2025-03-09 22:28:54
568,tcp,45.224.149.15,999,159.65.134.137,5,refused,2025-03-10 09:26:20
569,tcp,170.39.194.120,45,45.224.149.15,99,refused,2025-03-10 04:01:32
570,tcp,128.199.84.18,361,45.224.149.15,99,refused,2025-03-10 14:02:34
571,tcp,45.224.149.15,999,134.195.158.54,3,refused,2025-03-09 02:09:33
572,tcp,188.166.191.205,3,45.224.149.15,99,refused,2025-03-09 04:51:22
573,tcp,103.169.35.190,44,45.224.149.15,49,refused,2025-03-09 21:11:51
574,tcp,43.226.79.178,395,45.224.149.15,41,refused,2025-03-10 13:45:28
575,tcp,91.106.207.43,80,45.224.149.15,36,refused,2025-03-09 09:08:26
576,tcp,45.224.149.15,999,206.189.81.9,333,refused,2025-03-10 14:09:32
577,tcp,45.224.149.15,999,139.59.111.240,3,established,2025-03-10 11:35:06
578,tcp,45.224.149.15,393,91.106.207.43,80,established,2025-03-10 14:00:42
579,tcp,170.39.193.146,41,45.224.149.15,99,established,2025-03-09 04:30:02
580,tcp,23.169.56.24,6266,45.224.149.15,32,established,2025-03-10 21:12:36
581,tcp,45.224.149.15,999,167.71.215.13,35,established,2025-03-10 15:49:56
582,tcp,45.224.149.15,506,91.106.207.43,80,established,2025-03-09 14:36:52
583,tcp,31.129.97.241,80,45.224.149.15,42,established,2025-03-10 17:28:10
584,tcp,45.224.149.15,999,128.199.123.45,3,established,2025-03-10 14:17:54
585,tcp,45.224.149.15,335,43.130.237.62,80,established,2025-03-10 09:50:43
586,tcp,91.106.207.43,80,45.224.149.15,33,established,2025-03-09 19:58:27
587,tcp,45.224.149.15,340,31.129.97.241,15,established,2025-03-09 14:38:40
588,tcp,170.39.194.40,506,45.224.149.15,99,established,2025-03-10 01:51:01
589,tcp,45.224.149.15,571,195.239.64.85,80,established,2025-03-09 03:00:18
590,tcp,45.224.149.15,602,91.106.207.43,80,established,2025-03-10 16:54:11
591,tcp,194.32.122.57,560,45.224.149.15,99,established,2025-03-09 11:42:59
592,tcp,45.224.149.15,999,178.128.84.170,5,established,2025-03-10 18:08:18
593,tcp,45.224.149.15,472,91.106.207.43,80,established,2025-03-10 13:36:22
594,tcp,192.168.20.24,348,161.117.98.205,4,established,2025-03-10 08:27:20
595,tcp,95.129.234.27,443,45.224.149.15,40,established,2025-03-09 15:50:48
596,tcp,192.168.20.248,90,172.217.203.188,80,established,2025-03-09 10:23:55
597,tcp,45.224.149.15,439,162.0.232.216,44,established,2025-03-10 19:49:08
598,tcp,198.7.114.164,451,45.224.149.15,99,established,2025-03-10 07:03:54
599,tcp,188.166.191.205,4,45.224.149.15,99,established,2025-03-10 09:14:25
600,tcp,104.248.148.61,58,45.224.149.15,99,established,2025-03-09 01:34:16
601,tcp,123.56.44.26,3542,45.224.149.15,99,established,2025-03-09 22:07:23
602,tcp,45.224.149.15,401,31.129.97.241,80,established,2025-03-09 04:36:08
603,tcp,170.39.194.20,490,45.224.149.15,99,established,2025-03-10 04:33:56
604,tcp,103.169.35.190,44,45.224.149.15,47,established,2025-03-10 04:57:36
605,tcp,45.224.149.15,999,51.158.152.199,5,established,2025-03-09 03:17:39
606,tcp,45.224.149.15,387,195.239.64.95,80,established,2025-03-10 05:58:28
607,tcp,45.224.149.15,339,91.106.207.43,80,established,2025-03-09 06:29:36
608,tcp,38.180.249.152,44,45.224.149.15,40,established,2025-03-09 12:02:34
609,tcp,45.224.149.15,999,176.65.128.69,34,established,2025-03-10 15:07:25
610,tcp,45.224.149.15,999,157.245.153.216,80,established,2025-03-10 08:15:18
611,tcp,91.106.207.43,80,45.224.149.15,52,established,2025-03-10 05:38:48
612,tcp,47.104.185.217,80,45.224.149.15,54,established,2025-03-10 11:07:20
613,tcp,170.39.193.146,54,45.224.149.15,99,established,2025-03-10 01:56:38
